sku;nombre;cod_barra;;
116338;MELISSA E/FLUIDO GOTAS 30 ML.;2010380120074;;
1182;TRITTICO 25 MG. 20 COMP.;7800007100306;;
1183;TRITTICO 100 MG. 20 COMP.;7800007100146;;
1188;SOSTAC 20 MG. 60 COMP.;7800007326386;;
119002;BEST HOUSE.BABERO PLAS./M. + CAL.                           ;1190021;;
119003;PIGEON MAMADERA VIDRIO 120CC. CHUP. PERIS. CRTE/S;4902508002820;;
119056;PIGEON CEPILLO DENTAL 1-2-3;4902508108928;;
12004;AGUA MELISSA 30 ML;7800038040510;;
120192;MNY ESM. COLORAMA 8 ML. BLANCO FRANCES;7899026404892;;
120202;MNY ESM. COLORAMA 8 ML. PIEL MARFIL;7899026404984;;
120205;MNY ESM. COLORAMA 8 ML. ROSA CRISTAL;7899026405417;;
120206;MNY ESM. COLORAMA 8 ML. ROSA PERLA;7899026405219;;
120208;MNY ESM. COLORAMA 8 ML. TENTACION;7899026405134;;
12033;TILDIEM 60 MG. 20 COMP.;7800041047322;;
12034;MACROSAN 50 MG. 20 CAPS. (B);7800038044457;;
12039;ZOMETIC 7,5 MG. 30 COMP. (B);7800041047414;;
12041;MACROSAN 100 MG. 15 CAPS. (B);7800038044471;;
12054;CARDIOLEN 80 MG. 20 CAPS.;7800038041456;;
12063;CARDIOLEN 120 MG. 20 CAPS.;7800038041463;;
12065;BRONTAL ADULTO JBE. 100 ML.;7800038041364;;
12078;FOLISANIN 1 MG. 30 COMP.;7800038043207;;
12096;CEFALMIN 10 COMP.;7800038041210;;
12129;FERRANIM 30 CAPS.;7800038048042;;
12135;NASTUL GOTAS 15 ML. (B);7800041047643;;
12147;COBEFEN JBE. 120 ML.;7800038042200;;
12148;MACROSAN 100 MG. 30 CAPS.;7800038044723;;
12155;TILDIEM 90 MG. 20 COMP.;7800041040767;;
12164;FOLISANIN 5 MG. 30 COMP.;7800038048165;;
121692;MNY MASCARA GREAT LASH                                      ;41554626964;;
12174;GASTROLEN 30 COMP.;7800041043409;;
124002;AGUA BRAVA EDT. 200 ML;8411061401200;;
124082;AGUA BRAVA EDT.SP.50 ML;8411061401804;;
124115;AQUA QUORUM EDT.SP.100 ML;8411061561904;;
124121;QUORUM EDT. 100 ML. SPRAY;8411061411919;;
124154;DIAVOLO EDT SP 50 ML;8411061771419;;
124155;DIAVOLO EDT.SP.100 ML.;8411061771907;;
124158;AGUA BRAVA EDT 25 ML;8411061294154;;
124196;MEDITERRANEO EDT SP 100 ML;8411061027011;;
1242;LAUNOL SHAMPOO 120 ML.;7800007109521;;
124200;AGATHA RUIZ EDT 50 ML;8410225071013;;
124202;MEDITERRANEO EDT 50 ML;8411061292488;;
125011;JELONET PARCHE 10 CM. 10 CM.;5000223421946;;
125013;LEUKOTAPE CLASSIC 3,75 CM. 10 M.;4042809034325;;
126009;NAN S/LACTOSA 400 GR.;7613032054694;;
126032;PICADOS 215 GR. CARNE/VERD./FIDEOS;7802950003543;;
126213;CERELAC TARRO 400 GR. 5 CEREALES;7613030134893;;
126234;COLADOS CRECID. 215 GR. CARNE C/VERD.;7613030264040;;
126236;COLADOS CRECID. 215 GR. POLLO C/VERD.;7613030264088;;
1264;DACAM RAPI LENTO 1 AMP. 3 ML.;7800007339799;;
1282;HIPOGLUCIN 850 MG. 60 COMP.;7800007373465;;
129014;ORAL-B SUPER FLOSS 50 UN.;7800005064020;;
129139;ORAL-B SATIN TAPE HILO DENTAL 25 M;7891051029828;;
129150;DURALON CEP. 6M 2X1 MIXTO;7501007457116;;
129151;DURALON CEP. 6N 2X1 DURO;7501007457123;;
129178;ORAL-B STAGES P/DENTAL 75 ML.;3014260279165;;
13119;CLARIMIR-F SOL. OFT. 15 ML.;7800018110493;;
13241;FITTIG-R SP. 100 GR.;7800018030586;;
13243;FITTIG-R PVO. 200 GR.;7800018125213;;
134177;LOREAL S/LINE FX GEL INVIS. 180 GR. EXTRA FIJACION;7501027284945;;
134321;REVITALIFT CR. 50 GR. DIA;7501027232311;;
134324;REVITALIFT CR. 50 GR. NOCHE;7501027252869;;
134463;EXCELLENCE CR. # 4 CASTAÑO;7501027275042;;
134467;EXCELLENCE CR. # 5 CASTAÑO CLARO;7501027275080;;
134471;EXCELLENCE CR. # 6 RUBIO;7501027275127;;
134472;EXCELLENCE CR. # 6.1 RUBIO OSCURO;7501027275134;;
134473;EXCELLENCE CR. # 6.11 RUBIO CENIZA;7509552911824;;
134479;EXCELLENCE CR. # 7 RUBIO;7501027275301;;
134480;EXCELLENCE CR. # 7.1 RUBIO CENIZA;7501027275172;;
134481;EXCELLENCE CR. # 7.11 RUBIO CENIZA PROFUNDO.;7509552911794;;
134483;EXCELLENCE CR. # 7.3 RUBIO DORADO;7501027207258;;
134487;EXCELLENCE CR. # 8 RUBIO CLARO;7509552911800;;
134488;EXCELLENCE CR. # 8.1 RUBIO CLARO CENIZA;7501027275226;;
134489;EXCELLENCE CR. # 8.11 RUBIO CLARO CENIZA PROFUNDO;7509552911831;;
134491;EXCELLENCE CR. # 9 RUBIO MEDIO CLARO;7509552911817;;
134492;EXCELLENCE CR. # 9.1 RUBIO MUY CLARO CENIZA;7509552911848;;
1367;FRENALER-D JBE. 100 ML.;7800007403636;;
137010;OPTI-FREE EXPRESS SOL. MULTIACC 355 ML.;300653144879;;
1377;CALCEFOR-D 30 CAP.;7800007423153;;
1389;GYNOSTAT 20  21 COMP.;7800007712691;;
1390;KITADOL JARABE 60 ML. INFANTIL;7800007409836;;
14003;CALORUB CR. 35 GR.;310742006230;;
14007;MENTHOLATUM LATA 36 GR.;78026537;;
14021;CALORUB FORTE CR. 35 GR.;310742006247;;
1406;FEMINOL-20  21 COMP.;7800007422262;;
1409;AEROFACIDOSE A. E. LACTANTE                                 ;7800007484024;;
1415;AUSENTRON 25 MG. 30 COMP.;7800007394620;;
1417;SIMPERTEN-D 50/12,5 MG. 30 COMP.;7800007494412;;
1438;AUXXIL 500 MG. 14 COMP. (B);7800007552044;;
144181;PLAYTEX REGULAR 8 UN.;78300084778;;
144182;PLAYTEX SUPER 8 UN.;78300084785;;
144301;TRIM LIMAS 10 UNID;71603002234;;
144302;TRIM LIMA PROF ROSADA 2 LIMA METALICA;71603001220;;
144303;TRIM PINZA PUNTA OBLICUA                                    ;71603529007;;
144304;TRIM PINZA PUNTA RECTA                                      ;71603002142;;
1464;DERMABEL GEL 30GR;7800007477408;;
1475;TRITTICO AC 150 MG. 20 COMP.;7800007560223;;
148056;WILL. C/AFEITAR 100 GR. C/LANOL.;7804902001133;;
148058;WILL. C/AFEITAR 100 GR. MENTOLADA;7804902001140;;
148125;JOVAN MUJER COL SP 12 ML;3607344055078;;
1493;AUXXIL 500 MG. 10 COMP.;7800007628633;;
15097;FUCICORT CR. 2% 15 GRS.;5702191010954;;
151011;ROSA MOSQUETA 15 ML;7804952100015;;
15109;FUCIDIN CREMA 15 GR.;5702191011012;;
15199;LEVOFAMIL 30 COMP.;7800018116372;;
152008;HEPROTEC JBE 180ml perro;7800006000232;;
152018;VERMIQUANTREL 1 COMP.;7800006000331;;
152084;DORAZEL SHAMPOO 300 ML;7800006001567;;
152200;MAMISTOP POTE 250 GR.;7800006003622;;
152213;ROSTRUM 150 MG. 10 COMP.;7800006002700;;
152257;DOXIMICIN JBE.11,8MG./ML.60ML;7800006006692;;
15242;CITONEURON 30 CAPS.;7800039210578;;
15248;GAMALATE-B6 60 COMP.;7800039200555;;
152543;FIPROKIL SP. 50 ML.;7800006008993;;
1528;HIPOGLUCIN 1 GR. 30 COMP.;7800007657657;;
15286;ELCAL 30 CAPS.;7800034514022;;
15287;ELCAL-D 30 CAPS.;7800034515982;;
1530;NOGESTA 28 COMP.;7800007713667;;
15337;ELCAL-D 320/125 MG. 60 CAPS.;7800034518204;;
15341;ELCAL FORTE 30 CAPS.;7800018119090;;
15342;ELCAL-D FORTE 30 CAPS.;7800018119106;;
15379;ELCAL-D FORTE 60 CAPS.;7800018123356;;
15401;GLIFORTEX 850 MG. 30 COMP.;7800018123967;;
154100;MAAM MATERNAL CARE 230 GR.;7800007739629;;
154120;MAAM CR. REAF. INTENS. 200 GR.;7800007740205;;
15420;UREADIN CR. FAC. PIEL SECA 50 ML;8470003808576;;
15430;SPIRON 1 MG/ML. GTS. 30 ML.;7800018124148;;
15456;SPIRON 1 MG. 60 COMP.;7800018126609;;
15463;UREADIN 20% POMO 100 ML.;8470001541871;;
15473;TRAVIATA 20 MG. 30 COMP.;7800018125114;;
15491;ELCAL-D PLUS 30 CAPS.;7800018128085;;
15495;TRADOX 100 MG. 30 COMP.;7800018125244;;
15499;EVIMAL 10 MG. 30 COMP.;7800018120805;;
15510;SPIRON 1 MG. 30 COMP.;7800018129006;;
15528;FUCIDIN-H CREMA 15 GR.;5702191011005;;
158002;PALTO MIEL JARABE 125 ML. INFANTIL;7803504404113;;
158003;PALTO MIEL JARABE 200 ML. ADULTO;7803504404106;;
158022;VALUPASS 60 CAPS.;7803504005600;;
158024;MATIKOMP UNGUENTO POMO 35 GR.;7803504005709;;
158025;VALUPASS 24 CAPS.;7803504005501;;
158030;FUCUS ESPECIA 50 COMP;2030121002384;;
158037;HAMAMELIS UNGUENTO                                          ;2030751007629;;
158038;EYKOSACOL 30 CAPS.;7803504421820;;
158040;LEFKUR 30 CAP.;7803504421813;;
158043;ALOELAX 24 CAPS.;7803504000537;;
158048;MELIPASS BLISTER 24 CAPS.;2440482006127;;
158049;MELIPASS 60 CAPS.;2440481006128;;
158052;ANXIUM  300 MG. 60 CAP;7803504000865;;
158053;GINEMAXIM 60 COMP.;7803504005051;;
158068;PROPOLIS JARABE 125 ML.;7803504000278;;
158073;DIG HERBAL 60 COMP;7803504000230;;
159075;ETACONIL 250 MG. 20 COMP.;7800070000718;;
159078;ETACONIL 250 MG. 90 COMP.;7800070000725;;
160004;NEXCARE VENDA COBAN ELAST. ADH.                             ;7805070401329;;
160005;NEXCARE COLD/HOT COMPRESA                                   ;7805070400889;;
160008;MICROPORE TELA ADH. 12 MM. 9,1 M.;7805070400780;;
160017;TRANSPORE TELA ADH.12 MM. 9,1 M.;7805070400803;;
160018;TRANSPORE TELA ADH. 25 MM. 9,1 M.;7805070400810;;
160034;NEXCARE VENDA COBAN ELAST. ADH.                             ;7805070401312;;
160041;NEXCARE TEGADERM APOSITO ADH. TRANSP. 3UN. 6X7 CM.;7805070024566;;
160042;TEGADERM APOS.10 X 12 CM. 3 UN.;7805070024559;;
160049;STERI STRIP 6 MM. 7.5 CM;7805070024597;;
160051;MICROPORE TELA ADH. 50 MM. 9,1 M.;7805070401114;;
160063;MICROPORE TELA ADH. 12 MM. 9.1 M. C/PIEL;7805070971334;;
160065;OPTICLUDE PAR/OCULAR AD.5 UNID.;78015159;;
160069;TAPONES DE OIDO 1100 DESECHABLES;7805070972348;;
160071;NEXCARE 8001 TRANSP x15U;7805070971433;;
160094;TAPONES OIDO C/CORDON Y ESTUCHE                             ;7805070972362;;
160097;TEGARDERM APOS 6 CM. 10 CM.;7805070000928;;
161007;NEFERSIL 125 MG. 10 COMP.;7730698012940;;
161010;PAVEDAL 2,5 MG. 20 COMP.;7800059175055;;
161017;VIADIL GTS 15 ML.;7730698014852;;
161020;MICOLIS POLVO 20 GR.;7800059159154;;
161022;MICOLIS CR. 20 GR.;7800059159055;;
161024;ATLANSIL 200 MG. 50 COMP;7800059000661;;
161028;VIADIL COMPUESTO GTS. 15 ML.;7800059005840;;
161052;DIONDEL 100 MG. 20 COMP.;7730698129013;;
161074;NEFERSIL B 10 COMP.;7730698012957;;
161113;REFLEXAN 10 MG. 20 COMP. (B);7730969301018;;
161116;LANZOPRAL 30 MG. 28 CAPS.;7730698002262;;
161122;LOSAPRES 50 MG. 30 COMP.;7730698011929;;
161127;LOSAPRES D 50 MG/12,5 MG.30 COMP;7730698011943;;
161133;REFLEXAN 10 MG. 10 COMP. (B);7730969301025;;
161139;ABRILAR JBE. 100 ML.;4104480705199;;
161140;VIADIL FORTE GTS. 15 ML.;7730698014869;;
161141;NEFERSIL GEL POMO 50 GR.;7730698001159;;
161143;LOUTEN 0.005% GTS 2.5 ML. - REFRIG.;7795368002041;;
161148;OPTAMOX 875 MG. 14 COMP.;7795345011455;;
161150;BRIMOPRESS 0,2% COLIRIO 5 ML.;7795368001945;;
161151;GLAUCOTENSIL-T SOL. OFT. 5 ML.;7795368001990;;
161154;POENTOBRAL PLUS SOL. OFTALMICA 5 ML.;7795368002157;;
161157;NEFERSIL FAST 10 CAPS.;7730698002293;;
161158;BRIXIA COLIRIO 6 ML.;7795368001815;;
161161;GLAUCOTENSIL 5 ML.;7795368002560;;
165126;DENIM COLONIA 75 ML. ORIGINAL;7805000045685;;
165130;DENIM COLONIA 75 ML. MUSK;7805000045692;;
165230;REXONA TALCO EFFICIENT 200 GRS.;7791293027760;;
165289;PEPSODENT CEP. DIENTES MINIPEP                              ;7805000116408;;
167064;BROOKS TALCO 80 GR.;7804910019434;;
167083;NOSOTRAS. INV. T/SUAVE S/ALAS 10 UN.;7702026180959;;
167097;DONNAS. B/NOCHES C/ALAS 8 UN.;7702026180287;;
167146;BROOKS SPRAY 100 ML.;7804902013754;;
167154;NOSOTRAS. INV. T/SUAVE C/ALAS 10 UN.;7702026173623;;
167185;NOSOTRAS INV/U.T/MALLA 10UN.;7702026147020;;
167198;DONNASEPT P. DIARIO LARGO 30 UN;7702026180904;;
167207;NOSOTRAS PROT. DIA 100  UN.;7702026147082;;
172004;INS. ACTRAPID HM 100 UI. 10 ML.;7800095051207;;
172011;INS. INSULATARD HM 100 UI/ML. 10 ML;7800095051245;;
172088;INSULATARD HM 100UI/ML  5 ML;7804621200046;;
176093;NEUTR. J/PAN 330 GR. A/ACNE;70501013304;;
176198;REACH HILO DENTAL MENTA 50 M.;7891010038908;;
176320;CAREFREE PROT. ANAT. 100 UN.;7702031501442;;
177045;BAMBINO PAÑAL 3 UN. BLANCOS;7806037000012;;
178030;PRED FORTE COLIRIO 5 ML.;7800002002568;;
178052;ALPHAGAN P COLIRIO 5 ML.;7805256000025;;
179146;CARBORON 50 COMP 300 MG;7800021100207;;
179157;DAGOTIL 1 MG. 30 COMP. (B);7730969300721;;
179163;DEPUROL RETARD 75 MG. 30 CAPS. (B);7800059002955;;
179171;DAGOTIL 1 MG. GTS. 30 ML.;7800059002900;;
179181;DEPUROL RETARD 37,5 MG. 20 CAPS. (B);7800059002931;;
179182;MENTIX 100 MG. 30 COMP.;7730698014777;;
179191;DICIL 1% CR. 15 GR.;7703281001805;;
180029;FAMILY SET VENDA ELAST. C/PIEL 7.5 CM. 4.5 CM.;7730910591017;;
180030;FAMILY SET VENDA ELASTICA 10CM X 4.5MT;7805633001928;;
180043;FAMILY SET PARCHES CLASICOS X 20 UN;7805633002000;;
180045;FAMILY SET PARCHE CUR. SURT.PIEL 30 UNID;7805633002086;;
18009;PRODASONE 10 MG. 20 COMP.;3000940449676;;
18013;DEPO-MEDROL 40 MG/1ML C/JERINGA;7800001004464;;
18014;DEPO MEDROL 80 MG X 1 CC;7800025306018;;
18015;DEPO-MEDROL C/LIDOCAINA 1 AMP.;7800001004068;;
18031;MEDROL 4 MG. 20 COMP.;300090056292;;
18097;DOSTINEX 0,5 MG. 2 COMP.;7800022012509;;
181003;TRIM CORTA UÑAS MANO                                        ;71603002098;;
181004;TRIM CORTA UÑAS P/PIES                                      ;71603002128;;
18152;XALATAN GTS OFTALM *R*                                      ;7317962960222;;
18176;MEDROL 16 MG. 14 COMP.;7800001003894;;
182129;HUB FAJA 3 BANDAS T/L;7805633002253;;
182130;HUB FAJA 3 BANDAS M;7805633002246;;
182133;HUB CABESTRILLO SIMPLE                                      ;7805633002291;;
182134;CABESTRILLO TALLA M                                         ;7805633002284;;
182135;HUB RODILLERA NEOP.C/SOP.ROT. TALLA M                       ;7805633002345;;
182136;HUB RODILLERA NEOP.C/SOP.ROT.TALLA L                        ;7805633002352;;
182137;HUB  MUÑ. NEOP. C/DEDO T-L                                  ;7805633002314;;
182138;HUB  MUÑ. NEOP. C/DEDO T-S                                  ;7805633002307;;
182139;HUB TOBILLERA TALLA T-L                                     ;7805633002376;;
182144;HUB TOBILLERA T. L                                          ;7805633002239;;
182145;HUB TOBILLO ELAST.SIMP.TALLA M                              ;7805633002222;;
19121;DERMODAN 0,1% CR. 15 GR.;7809591400076;;
19176;TRIBESONA CREMA 20 GR.;7809591400083;;
19242;BELARA 21 COMP.;7800055907810;;
19258;ZALDIAR 20 COMP.;7800055000115;;
19259;FEMOSTON 1/10 28 COMP.;7800009001458;;
193020;PYRIPED JARABE 100 ML. SIMPLE;7800063330129;;
193024;TRELIBEC FORTE 10 COMP.;7800063310084;;
193025;TULOX JARABE 100 ML. INFANTIL;7800063330075;;
193026;TULOX JARABE 100 ML. ADULTO;7800063330068;;
193027;RELATENE 50 MG. 10 CAPS.;7800063320052;;
193028;RELATENE 50 MG. 20 CAPS.;7800063320069;;
193030;BUTON 10 COMP.;7800063310121;;
193036;BRODIFAC 10 MG. 10 COMP.;7800063310183;;
193060;LISOVYR 5% CR. 5 GR.;7800063360010;;
193061;LISOVYR 5% CR.15 GR.;7800063360027;;
193068;BLONAX 125 MG. 10 COMP.;7800063310367;;
193069;COLIPER 10 COMP.;7800063310251;;
193076;DICOGEL POMO 30 GR.;7800063260013;;
193078;CREMINEM 1% CREMA;7800063360072;;
193079;CREMINEN B CREMA 15 GR.;7800063360065;;
193084;SORIDERMAL CREMA  20 GR.;7800063360102;;
193086;ASMAVENT-B INH. 200 DOSIS;7800063340029;;
193088;COOLIPS 10 MG. 10 COMP.;7800063310534;;
193089;COOLIPS 10 MG. 30 COMP.;7800063310572;;
193093;MONTICINA UNG. DERM. 15 GR.;7800063360096;;
193095;GENIOL-P 80 MG. 16 COMP.;7800063210322;;
193099;MATIDAN 100 MG. 30 CAPS.;7800063320182;;
193101;NOSTADEN 10 MG. 20 COMP.;7800063310589;;
193108;FACIMIN SOLUCION NASAL 10 ML.;7800063330341;;
193115;ZONIX 7,5 MG. 30 COMP.;7800063310640;;
193118;ZILFIC 50 MG 5 COMP.;7800063310763;;
193119;ZILFIC 50 MG. 10 COMP.;7800063310749;;
193120;ZILFIC 100 MG X 5 COMP;7800063310756;;
193127;ZILFIC 50 MG. 2 COMP;7800063310824;;
196042;SEBOLIC JABON 100 GR.;7800059001255;;
196052;H-VIT 400 COMP.;7800059001200;;
197022;COZAAR 50 MG.30 CAP.;7501326052337;;
199002;ACICLOVIR CR. 5% 15 GR. (LCH);7800007155719;;
199006;AMBROXOL JBE. 100 ML. ADULTO;7800007155122;;
199007;AMIODARONA 200 MG. 20 COMP.;7800007114365;;
199009;AMITRIPTILINA 25 MG. 100 COMP. (LCH) (B);7800007114440;;
199010;AMITRIPTILINA 25 MG. 24 COMP. (LCH) (B);7800007114525;;
199013;AMOXICILINA 250 MG/5ML. JBE. 60 ML.;7800034501992;;
199017;AMPICILINA 500 MG. 10 COMP.;7800007151216;;
199023;BETAMETASONA CR. 15 GR. (LCH);7800007143112;;
199034;CLOTRIMAZOL 1% CR. 20 GR.;7800028810536;;
199039;COTRIMOXAZOL JBE. 100 ML.;7800007155399;;
199052;ERITROMICINA 500 MG. 8 COMP.;7800007118868;;
199054;FAMOTIDINA 20 MG. 20 COMP. (LCH) (B);7800007119322;;
199058;FLUCLOXACILINA JBE. 250 MG. 60ML.;7800007154743;;
199059;FLUCLOXACILINA 500 MG. 6 COMP.;7800007188649;;
199069;ISOSORBIDE DINIT. 10 MG. 60 COMP. (AND);7800018600666;;
199072;LOPERAMIDA 2 MG. 6 COMP. (LCH);7800007118783;;
199088;PIROXICAM 20 MG. 10 COMP. (LCH);7800007124753;;
199095;SACARINA 20 MG. 300 COMP.;7800044000300;;
199102;VITAMINA C 100 MG. 500 COMP. (VAL);7800044001550;;
199151;TETRACICLINA 500 MG. 8 CAPS. (MNT);7800063120027;;
199152;ATENOLOL 50 MG. 20 COMP. (LCH);7800007388735;;
199167;METILDOPA 250 MG. 20 COMP. (LCH);7800007122384;;
199188;CLOXACILINA 500 MG. 12 CAP.;7800007117113;;
199191;DICLOFENACO 12,5 MG. 5 SUP. (LCH);7800007142061;;
199198;PENIC. ORAL  1 MILLON COMP.;7800007124593;;
199224;ACIDO MEFENAMICO 500 MG. 10 COMP (LCH);7800007173881;;
199226;CEFADROXILO 250 MG. JBE. 60 ML. (AND);7800018129235;;
199228;CEFRADINA 500 MG. 8 COMP.;7800007188564;;
199233;NOSCAPINA 20 MG. 20 COMP.;7800007123787;;
199262;KETOCONAZOL 200 MG. 10 COMP. (AND);7800018132167;;
199264;ALPRAZOLAM 0,5 MG. 30 COMP. (B) (CON);7800063001203;;
199267;AMOXICILINA 750 MG. 10 COMP.;7800007114600;;
199269;NITROFUR. MACROC. 100 MG. 10 COMP.;7800063120256;;
199271;IMIPRAMINA 25 MG. 40 COMP. (LCH);7800007128157;;
199295;KETOROLACO 10 MG. 10 COMP. (GEN);7702605171385;;
199306;CLONIXINATO LISINA 10 COMP. (MNT);7800063110684;;
199334;PARACETAMOL INFANTIL 125 MG. 6 SUP. (LCH);7800007142658;;
199344;NERATOL MELAT 30 C;312546651128;;
199345;DICLOFENACO 100 MG. 8 CAPS. (LCH);7800007129390;;
199354;KETOPROFENO 200 MG. 10 COMP.;7800007175908;;
199356;LOVASTATINA 20 MG. 28 COMP. (LCH);7800007516756;;
199387;CLOTRIMAZOL SOL. TOP. 20 ML. (PAS);7800068030451;;
199402;DICLOFENACO GEL 30 GR. (MNT);7800063160139;;
199415;ACETAZOLAMIDA 250 MG. 20 COMP.(LCH);7800007112583;;
199420;NISTATINA 12 OVULOS (LCH);7800007142573;;
199421;PRIMIDONA 250 MG. 50 COMP.;7800007154071;;
199426;CLOBETASOL UNG. 25 GR.;7800007179227;;
199436;SAE ADULTO 6 SUPOSITORIOS;7800068015830;;
199437;SAE INFANTIL 6 SUPOSIT.;7800068015823;;
199448;AMLODIPINO 10 MG. 30 COMP.;7800034525370;;
199454;SALBUT/BECLOM X 200 DOSIS;7800041048251;;
199471;DIAZEPAM 10 MG. 20 COMP.(CON);7800063110073;;
199473;LOSARTAN 50 MG + HIDROCLO. 12,5 MG 30 COMP.;7800046003538;;
199480;CLONAZEPAM 0,5 MG. 30 COMP. (B) (CON);7800063111759;;
199481;GENTAMICINA 15 GR. CR. DER.;7800063160153;;
