sku;nombre;cod_barra;;
111135;INFOR-Q10 30 CAPS.;7804918403198;;
111139;BENTLEY GEL INTIMO 50 GR. CLASICO;7804918403419;;
111144;PRESERVATIVOS LIFESTYLES 3 UN. LARGO;7804918403495;;
111146;INFORTIN JBE. 180 ML.;7804918403570;;
111152;RIGOTAX-D 10 CAPS.;7804918403686;;
111153;RIGOTAX-D 30 CAPS.;7804918403679;;
111154;CARIAMYL LOCION 120 ML;7804918402672;;
111158;PRESERVATIVOS LIFESTYLES 3 UN. CLIMAX;7804918450246;;
111160;ALLEDRYL-D JARABE 120 ML.;7804918410325;;
11123;ATACAND 8 MG 30 CAP.;7896206406417;;
11125;ATACAND 16 MG. 30 COMP;7800017001716;;
11128;CEBION GOTAS 30 ML.;7702418001510;;
11134;CONCOR 1,25 MG. 14 COMP.;7800017042399;;
11135;CONCOR 2,5 MG. 28 COMP.;7800017043402;;
11136;CONCOR 5 MG. 28 COMP.;7800017044409;;
11141;ZIAC 10 MG. 30 COMP.;7702418133075;;
11147;SPLENDIL 5 MG. 30 COMP.;7800017002126;;
11149;GLAFORNIL 1000 MG. 30 COMP.;3596540050096;;
11151;GLUCOVANCE 500/5 MG. 30 COMP.;3596540060163;;
11152;GLUCOVANCE 500 MG/2,5 MG. 30 COMP.;3596540060156;;
11157;THYROZOL 5 MG. 50 COMP.;7800017073430;;
11158;THYROZOL 10 MG. 50 COMP.;7800017074437;;
11161;BION-3 30 COMP.;4027269969899;;
11169;STERIMAR SPRAY NASAL 100 ML.;7501080912076;;
11174;CONCOR 10 MG. 28 COMP;7800017047400;;
1121;CAM 30 COMP.;7800007187833;;
1147;CORTIPREX 20 MG. 20 COMP. (B);7800007313645;;
1159;AEROFACIDOSE A. E. AD/ESC                                   ;7800007483997;;
116295;PASSIFLORA TM 20ML;2010380021708;;
116338;MELISSA E/FLUIDO GOTAS 30 ML.;2010380120074;;
1183;TRITTICO 100 MG. 20 COMP.;7800007100146;;
1188;SOSTAC 20 MG. 60 COMP.;7800007326386;;
12004;AGUA MELISSA 30 ML;7800038040510;;
120192;MNY ESM. COLORAMA 8 ML. BLANCO FRANCES;7899026404892;;
120202;MNY ESM. COLORAMA 8 ML. PIEL MARFIL;7899026404984;;
120205;MNY ESM. COLORAMA 8 ML. ROSA CRISTAL;7899026405417;;
120206;MNY ESM. COLORAMA 8 ML. ROSA PERLA;7899026405219;;
120208;MNY ESM. COLORAMA 8 ML. TENTACION;7899026405134;;
12033;TILDIEM 60 MG. 20 COMP.;7800041047322;;
12034;MACROSAN 50 MG. 20 CAPS. (B);7800038044457;;
12039;ZOMETIC 7,5 MG. 30 COMP. (B);7800041047414;;
12041;MACROSAN 100 MG. 15 CAPS. (B);7800038044471;;
12054;CARDIOLEN 80 MG. 20 CAPS.;7800038041456;;
12063;CARDIOLEN 120 MG. 20 CAPS.;7800038041463;;
12078;FOLISANIN 1 MG. 30 COMP.;7800038043207;;
12096;CEFALMIN 10 COMP.;7800038041210;;
12111;EXTOSEN JBE. 100 ML. (B);7800038042828;;
12129;FERRANIM 30 CAPS.;7800038048042;;
12135;NASTUL GOTAS 15 ML. (B);7800041047643;;
12136;NASTUL COMPUESTO JBE. 100 ML.;7800041047629;;
12137;NASTUL COMPUESTO 10 COMP.;7800041047605;;
12146;COBEFEN 30 COMP.;7800038042187;;
12147;COBEFEN JBE. 120 ML.;7800038042200;;
12148;MACROSAN 100 MG. 30 CAPS.;7800038044723;;
12155;TILDIEM 90 MG. 20 COMP.;7800041040767;;
12161;CLOZANIL 0,5 MG. 30 COMP. (CON);7800038041906;;
12162;CLOZANIL 2 MG. 30 COMP. (CON);7800038041913;;
12164;FOLISANIN 5 MG. 30 COMP.;7800038048165;;
12166;IBUPIRAC FORTE JBE. 100 ML.;7800041043850;;
121692;MNY MASCARA GREAT LASH                                      ;41554626964;;
12174;GASTROLEN 30 COMP.;7800041043409;;
1230;DONOMIX CR. 15 GR.;7800007305978;;
124082;AGUA BRAVA EDT.SP.50 ML;8411061401804;;
124121;QUORUM EDT. 100 ML. SPRAY;8411061411919;;
124154;DIAVOLO EDT SP 50 ML;8411061771419;;
124155;DIAVOLO EDT.SP.100 ML.;8411061771907;;
124158;AGUA BRAVA EDT 25 ML;8411061294154;;
1242;LAUNOL SHAMPOO 120 ML.;7800007109521;;
124200;AGATHA RUIZ EDT 50 ML;8410225071013;;
124202;MEDITERRANEO EDT 50 ML;8411061292488;;
1248;MIXGEN CR. 15 GR.;7800007111265;;
125011;JELONET PARCHE 10 CM. 10 CM.;5000223421946;;
126009;NAN S/LACTOSA 400 GR.;7613032054694;;
126032;PICADOS 215 GR. CARNE/VERD./FIDEOS;7802950003543;;
126213;CERELAC TARRO 400 GR. 5 CEREALES;7613030134893;;
126234;COLADOS CRECID. 215 GR. CARNE C/VERD.;7613030264040;;
126236;COLADOS CRECID. 215 GR. POLLO C/VERD.;7613030264088;;
1264;DACAM RAPI LENTO 1 AMP. 3 ML.;7800007339799;;
1281;HIPOGLUCIN 850 MG. 30 COMP.;7800007373380;;
1282;HIPOGLUCIN 850 MG. 60 COMP.;7800007373465;;
1302;AZITROM JBE. 30 ML.;7800007391872;;
1303;GRIFODILZEM 60 MG. 60 COMP.;7800007385550;;
13118;CLARIMIR SOL. OFT. 15 ML.;7800018110196;;
13119;CLARIMIR-F SOL. OFT. 15 ML.;7800018110493;;
13156;COLMAX 125 MG. 10 COMP.;7800034510840;;
13238;HIPOGLOS PDA. 72 GR.;7800018128207;;
1338;TONOTENSIL 10 MG. 30 COMP.;7800007392176;;
134321;REVITALIFT CR. 50 GR. DIA;7501027232311;;
134324;REVITALIFT CR. 50 GR. NOCHE;7501027252869;;
1355;KITADOL GOTAS FCO. 15 ML.;7800007409911;;
1367;FRENALER-D JBE. 100 ML.;7800007403636;;
1368;CODETOL PM INF. JBE. 120 ML.;7800007420992;;
137010;OPTI-FREE EXPRESS SOL. MULTIACC 355 ML.;300653144879;;
1377;CALCEFOR-D 30 CAP.;7800007423153;;
1381;POSIVYL 20 MG. 30 COMP.;7800007431172;;
1389;GYNOSTAT 20  21 COMP.;7800007712691;;
1390;KITADOL JARABE 60 ML. INFANTIL;7800007409836;;
14003;CALORUB CR. 35 GR.;310742006230;;
14007;MENTHOLATUM LATA 36 GR.;78026537;;
14009;MENTHOLATUM INHALADOR NASAL                                 ;10742206011;;
14020;ANALGESICO DENTAL SOL.TOP. 3.70 ML.;3107420076404;;
14021;CALORUB FORTE CR. 35 GR.;310742006247;;
14024;CALORUB CREMA 95 GR.;310742006261;;
1406;FEMINOL-20  21 COMP.;7800007422262;;
1409;AEROFACIDOSE A. E. LACTANTE                                 ;7800007484024;;
1415;AUSENTRON 25 MG. 30 COMP.;7800007394620;;
1417;SIMPERTEN-D 50/12,5 MG. 30 COMP.;7800007494412;;
1426;RESTOL GTS. 20 ML.;7800007485694;;
1437;CALCEFOR-D FORTE 30 CAPS.;7800007554925;;
1438;AUXXIL 500 MG. 14 COMP. (B);7800007552044;;
1443;CORTIPREX 20 MG/5 ML. JBE. 60 ML.;7800007479297;;
144301;TRIM LIMAS 10 UNID;71603002234;;
144302;TRIM LIMA PROF ROSADA 2 LIMA METALICA;71603001220;;
144303;TRIM PINZA PUNTA OBLICUA                                    ;71603529007;;
144304;TRIM PINZA PUNTA RECTA                                      ;71603002142;;
1464;DERMABEL GEL 30GR;7800007477408;;
1475;TRITTICO AC 150 MG. 20 COMP.;7800007560223;;
1484;RIPOL 50 MG. 1 COMP.;7800007615817;;
1485;RIPOL 50 MG. 5 COMP.;7800007616036;;
1493;AUXXIL 500 MG. 10 COMP.;7800007628633;;
15015;DAIVONEX UNGÜENTO 30 GR;5702191007145;;
1506;CALCEFOR-D FORTE 60 CAPS.;7800007642035;;
15097;FUCICORT CR. 2% 15 GRS.;5702191010954;;
15109;FUCIDIN CREMA 15 GR.;5702191011012;;
15199;LEVOFAMIL 30 COMP.;7800018116372;;
152008;HEPROTEC JBE 180ml perro;7800006000232;;
152010;INVERMIC GOTAS 10 ML. PERROS;7800006000249;;
152013;PACIFOR GOTAS                                               ;7800006000294;;
152018;VERMIQUANTREL 1 COMP.;7800006000331;;
152024;GASTROENTERIL JBE.120 ML;7800006006975;;
152043;TRANSIMED GOTAS 15 ML.;7800006000577;;
152047;PRAZIVERMIC 2 COMP.;7800006000522;;
152078;FRONTLINE PERROS SPRAY 100 ML.;7730997410348;;
152084;DORAZEL SHAMPOO 300 ML;7800006001567;;
15214;MALTOFER 30 COMP. MASTIC.;7800018117195;;
15215;MALTOFER 10 AMP. BEBIBLES 5 ML.;7800018117232;;
152172;NAXPET X 10 COMP;7800006002410;;
152173;ROSTRUM 50 MG. 10 COMP.;7800006002397;;
152200;MAMISTOP POTE 250 GR.;7800006003622;;
152201;ULTILEP SPRAY 200 ML.;7800006002618;;
152213;ROSTRUM 150 MG. 10 COMP.;7800006002700;;
152217;INVERMIC GATOS GOTAS 10ML;7800006002861;;
152223;DOXIMICIN 100 MG. 10 COMP.;7800006003158;;
152229;NAXPET 30 MG. 10 COMP.;7800006003370;;
152230;ROSTRUM OTICO GTS 15 ML.;7800006003646;;
152257;DOXIMICIN JBE.11,8MG./ML.60ML;7800006006692;;
152360;NAXPET SUS ORAL 0.4% 20 ML;7800006006814;;
15242;CITONEURON 30 CAPS.;7800039210578;;
15248;GAMALATE-B6 60 COMP.;7800039200555;;
152543;FIPROKIL SP. 50 ML.;7800006008993;;
1528;HIPOGLUCIN 1 GR. 30 COMP.;7800007657657;;
15286;ELCAL 30 CAPS.;7800034514022;;
15287;ELCAL-D 30 CAPS.;7800034515982;;
1530;NOGESTA 28 COMP.;7800007713667;;
15337;ELCAL-D 320/125 MG. 60 CAPS.;7800034518204;;
15341;ELCAL FORTE 30 CAPS.;7800018119090;;
15342;ELCAL-D FORTE 30 CAPS.;7800018119106;;
15363;LACTULOSA 65% 200 ML. (AND);7800018121482;;
15379;ELCAL-D FORTE 60 CAPS.;7800018123356;;
15401;GLIFORTEX 850 MG. 30 COMP.;7800018123967;;
15407;VENARTEL 500 MG. 60 COMP.;7800018123929;;
15420;UREADIN CR. FAC. PIEL SECA 50 ML;8470003808576;;
15430;SPIRON 1 MG/ML. GTS. 30 ML.;7800018124148;;
15456;SPIRON 1 MG. 60 COMP.;7800018126609;;
15463;UREADIN 20% POMO 100 ML.;8470001541871;;
15466;TRIOX 550 MG. 10 COMP.;7800018125121;;
15473;TRAVIATA 20 MG. 30 COMP.;7800018125114;;
15491;ELCAL-D PLUS 30 CAPS.;7800018128085;;
15495;TRADOX 100 MG. 30 COMP.;7800018125244;;
15499;EVIMAL 10 MG. 30 COMP.;7800018120805;;
15510;SPIRON 1 MG. 30 COMP.;7800018129006;;
15528;FUCIDIN-H CREMA 15 GR.;5702191011005;;
156010;DUOFILM C/APLICADOR 15 ML.;7501406803002;;
158002;PALTO MIEL JARABE 125 ML. INFANTIL;7803504404113;;
158003;PALTO MIEL JARABE 200 ML. ADULTO;7803504404106;;
158006;FENOKOMP 39 90 COMP.;7803504002395;;
158015;MATIKOMP UNGUENTO POTE 25 GR.;7803504004887;;
158016;HAMAMELIS SUPOSITORIOS                                      ;7803504004900;;
158022;VALUPASS 60 CAPS.;7803504005600;;
158024;MATIKOMP UNGUENTO POMO 35 GR.;7803504005709;;
158025;VALUPASS 24 CAPS.;7803504005501;;
158026;LEFKAFLAM 50 GR.;2441270004257;;
158030;FUCUS ESPECIA 50 COMP;2030121002384;;
158037;HAMAMELIS UNGUENTO                                          ;2030751007629;;
158038;EYKOSACOL 30 CAPS.;7803504421820;;
158040;LEFKUR 30 CAP.;7803504421813;;
158042;PALTO MIEL PLUS JARABE 200 ML.;7803504004153;;
158043;ALOELAX 24 CAPS.;7803504000537;;
158048;MELIPASS BLISTER 24 CAPS.;2440482006127;;
158049;MELIPASS 60 CAPS.;2440481006128;;
158052;ANXIUM  300 MG. 60 CAP;7803504000865;;
158053;GINEMAXIM 60 COMP.;7803504005051;;
158068;PROPOLIS JARABE 125 ML.;7803504000278;;
158073;DIG HERBAL 60 COMP;7803504000230;;
159075;ETACONIL 250 MG. 20 COMP.;7800070000718;;
159078;ETACONIL 250 MG. 90 COMP.;7800070000725;;
159117;TRANSTEC 35 MCG. 5 PARCHES (CON);7800055000269;;
160011;MICROPORE TELA ADH. 25 MM. 9,1 M.;7805070400797;;
160064;MICROPORE TELA ADH. 25 MM. 9,1 M. C/PIEL;7805070971341;;
160084;ESPONJITA NEXCARE                                           ;7891040023394;;
16074;NEXIUM 40 MG. 28 COMP.;7896206405557;;
16076;SYMBICORT TURBOHALER 160/4,5 MCG. 120 DOSIS;5000456005548;;
161003;ATLANSIL 200 MG. 20 COMP.;7800059112159;;
161007;NEFERSIL 125 MG. 10 COMP.;7730698012940;;
161008;NEFERSIL 100 MG. 5 AMP.;7800059165100;;
161010;PAVEDAL 2,5 MG. 20 COMP.;7800059175055;;
161017;VIADIL GTS 15 ML.;7730698014852;;
161018;VIADIL COMPTO. 2 AMP. 4 ML.;7730698004433;;
161020;MICOLIS POLVO 20 GR.;7800059159154;;
161021;MICOLIS SOLUCION 20 ML.;7800059159208;;
161022;MICOLIS CR. 20 GR.;7800059159055;;
161024;ATLANSIL 200 MG. 50 COMP;7800059000661;;
161028;VIADIL COMPUESTO GTS. 15 ML.;7800059005840;;
161052;DIONDEL 100 MG. 20 COMP.;7730698129013;;
161067;VIADIL PURO 2 AMPOLLAS;7800059193059;;
161074;NEFERSIL B 10 COMP.;7730698012957;;
161102;LOCRIM CREMA 15 GRS;7800059143054;;
161103;OTOLISAN GOTAS OTICAS 10 ML.;7800059172054;;
161113;REFLEXAN 10 MG. 20 COMP. (B);7730969301018;;
161116;LANZOPRAL 30 MG. 28 CAPS.;7730698002262;;
161122;LOSAPRES 50 MG. 30 COMP.;7730698011929;;
161127;LOSAPRES D 50 MG/12,5 MG.30 COMP;7730698011943;;
161133;REFLEXAN 10 MG. 10 COMP. (B);7730969301025;;
161139;ABRILAR JBE. 100 ML.;4104480705199;;
161140;VIADIL FORTE GTS. 15 ML.;7730698014869;;
161141;NEFERSIL GEL POMO 50 GR.;7730698001159;;
161143;LOUTEN 0.005% GTS 2.5 ML. - REFRIG.;7795368002041;;
161148;OPTAMOX 875 MG. 14 COMP.;7795345011455;;
161150;BRIMOPRESS 0,2% COLIRIO 5 ML.;7795368001945;;
161151;GLAUCOTENSIL-T SOL. OFT. 5 ML.;7795368001990;;
161154;POENTOBRAL PLUS SOL. OFTALMICA 5 ML.;7795368002157;;
161157;NEFERSIL FAST 10 CAPS.;7730698002293;;
161158;BRIXIA COLIRIO 6 ML.;7795368001815;;
161161;GLAUCOTENSIL 5 ML.;7795368002560;;
165126;DENIM COLONIA 75 ML. ORIGINAL;7805000045685;;
165130;DENIM COLONIA 75 ML. MUSK;7805000045692;;
167063;BROOKS TALCO 120 GR.;7804910019427;;
172004;INS. ACTRAPID HM 100 UI. 10 ML.;7800095051207;;
172011;INS. INSULATARD HM 100 UI/ML. 10 ML;7800095051245;;
172080;NOVONORM 0,5 MG.30 COMP.;7804621200121;;
172088;INSULATARD HM 100UI/ML  5 ML;7804621200046;;
172095;ACTRAPID 100 UI AMP. 3 ML. - REFRIG.;7804621200015;;
176093;NEUTR. J/PAN 330 GR. A/ACNE;70501013304;;
178030;PRED FORTE COLIRIO 5 ML.;7800002002568;;
178048;REFRESH TEARS COLIRIO 15 ML.;7805256000001;;
178050;LUMIGAN 0.03%. 3 ML.;7707236671570;;
178052;ALPHAGAN P COLIRIO 5 ML.;7805256000025;;
178053;REFRESH LIQUIGEL OFTALM. 15 ML.;7805256000032;;
179146;CARBORON 50 COMP 300 MG;7800021100207;;
179157;DAGOTIL 1 MG. 30 COMP. (B);7730969300721;;
179158;DAGOTIL 3 MG. 30 COMP. (B);7730969300738;;
179163;DEPUROL RETARD 75 MG. 30 CAPS. (B);7800059002955;;
179167;AGUALA GOTAS 10 ML.;7800059002733;;
179171;DAGOTIL 1 MG. GTS. 30 ML.;7800059002900;;
179173;CARBORON RETARD 400 MG. 30 COMP.;7800059002535;;
179181;DEPUROL RETARD 37,5 MG. 20 CAPS. (B);7800059002931;;
179182;MENTIX 100 MG. 30 COMP.;7730698014777;;
179191;DICIL 1% CR. 15 GR.;7703281001805;;
179200;TKC SH. 2% 220 ML.;7703281020127;;
179201;CROMIDIN 0,1% UNG. 15 GR.;7800097001057;;
180029;FAMILY SET VENDA ELAST. C/PIEL 7.5 CM. 4.5 CM.;7730910591017;;
180030;FAMILY SET VENDA ELASTICA 10CM X 4.5MT;7805633001928;;
180043;FAMILY SET PARCHES CLASICOS X 20 UN;7805633002000;;
180045;FAMILY SET PARCHE CUR. SURT.PIEL 30 UNID;7805633002086;;
18009;PRODASONE 10 MG. 20 COMP.;3000940449676;;
18013;DEPO-MEDROL 40 MG/1ML C/JERINGA;7800001004464;;
18014;DEPO MEDROL 80 MG X 1 CC;7800025306018;;
18015;DEPO-MEDROL C/LIDOCAINA 1 AMP.;7800001004068;;
18031;MEDROL 4 MG. 20 COMP.;300090056292;;
18068;PRODASONE 5 MG. 20 COMP.;3000941450770;;
18097;DOSTINEX 0,5 MG. 2 COMP.;7800022012509;;
181003;TRIM CORTA UÑAS MANO                                        ;71603002098;;
181004;TRIM CORTA UÑAS P/PIES                                      ;71603002128;;
18113;FRAGMIN 0.2ml 2500UI+1JER;7800022012431;;
18152;XALATAN GTS OFTALM *R*                                      ;7317962960222;;
18163;DEPO-MEDROL 40 MG/1ML. JER. PRE-LLENADA;7800001004525;;
18164;DETRUSITOL 2 MG X 60 COM;7800025017211;;
18176;MEDROL 16 MG. 14 COMP.;7800001003894;;
182129;HUB FAJA 3 BANDAS T/L;7805633002253;;
182130;HUB FAJA 3 BANDAS M;7805633002246;;
182133;HUB CABESTRILLO SIMPLE                                      ;7805633002291;;
182134;CABESTRILLO TALLA M                                         ;7805633002284;;
182135;HUB RODILLERA NEOP.C/SOP.ROT. TALLA M                       ;7805633002345;;
182136;HUB RODILLERA NEOP.C/SOP.ROT.TALLA L                        ;7805633002352;;
182137;HUB  MUÑ. NEOP. C/DEDO T-L                                  ;7805633002314;;
182138;HUB  MUÑ. NEOP. C/DEDO T-S                                  ;7805633002307;;
182144;HUB TOBILLERA T. L                                          ;7805633002239;;
182145;HUB TOBILLO ELAST.SIMP.TALLA M                              ;7805633002222;;
187013;CACHANTUN 500 ML. SIN GAS;7801620015817;;
19024;TRAMAL GOTAS 10 ML.;78030527;;
19028;DOXITHAL 50 MG X 20 COMP;7800055820577;;
19048;DOXITHAL 100MG X10 COMP;7800055820164;;
19085;TRAMAL LONG 100 MG. 10 COMP.;7800055880885;;
19088;TRAMAL LONG 150 MG. 10 COMP.;7800055890228;;
19119;DERMODAN 0,025% CR. 30 GR.;7809591400052;;
19120;DERMODAN 0.05% CR. 30 GR.;7809591400069;;
19121;DERMODAN 0,1% CR. 15 GR.;7809591400076;;
19176;TRIBESONA CREMA 20 GR.;7809591400083;;
19215;TRAMAL LONG 200 MG. 10 COMP.;7800055890280;;
19242;BELARA 21 COMP.;7800055907810;;
19258;ZALDIAR 20 COMP.;7800055000115;;
19259;FEMOSTON 1/10 28 COMP.;7800009001458;;
193020;PYRIPED JARABE 100 ML. SIMPLE;7800063330129;;
193024;TRELIBEC FORTE 10 COMP.;7800063310084;;
193025;TULOX JARABE 100 ML. INFANTIL;7800063330075;;
193026;TULOX JARABE 100 ML. ADULTO;7800063330068;;
193027;RELATENE 50 MG. 10 CAPS.;7800063320052;;
193028;RELATENE 50 MG. 20 CAPS.;7800063320069;;
193030;BUTON 10 COMP.;7800063310121;;
193036;BRODIFAC 10 MG. 10 COMP.;7800063310183;;
193049;MINTAMOX JARABE ADULTO                                      ;7800063330198;;
193055;MINTAMOX JARABE INFANTIL                                    ;7800063330181;;
193060;LISOVYR 5% CR. 5 GR.;7800063360010;;
193061;LISOVYR 5% CR.15 GR.;7800063360027;;
193068;BLONAX 125 MG. 10 COMP.;7800063310367;;
193069;COLIPER 10 COMP.;7800063310251;;
193076;DICOGEL POMO 30 GR.;7800063260013;;
193078;CREMINEM 1% CREMA;7800063360072;;
193079;CREMINEN B CREMA 15 GR.;7800063360065;;
193084;SORIDERMAL CREMA  20 GR.;7800063360102;;
193086;ASMAVENT-B INH. 200 DOSIS;7800063340029;;
193088;COOLIPS 10 MG. 10 COMP.;7800063310534;;
193089;COOLIPS 10 MG. 30 COMP.;7800063310572;;
193093;MONTICINA UNG. DERM. 15 GR.;7800063360096;;
193095;GENIOL-P 80 MG. 16 COMP.;7800063210322;;
193099;MATIDAN 100 MG. 30 CAPS.;7800063320182;;
193101;NOSTADEN 10 MG. 20 COMP.;7800063310589;;
193108;FACIMIN SOLUCION NASAL 10 ML.;7800063330341;;
193113;RINOSTERYL SOLUCION NASAL 30 ML.;7800063330396;;
193115;ZONIX 7,5 MG. 30 COMP.;7800063310640;;
193118;ZILFIC 50 MG 5 COMP.;7800063310763;;
193119;ZILFIC 50 MG. 10 COMP.;7800063310749;;
193120;ZILFIC 100 MG X 5 COMP;7800063310756;;
193127;ZILFIC 50 MG. 2 COMP;7800063310824;;
196042;SEBOLIC JABON 100 GR.;7800059001255;;
196052;H-VIT 400 COMP.;7800059001200;;
197022;COZAAR 50 MG.30 CAP.;7501326052337;;
197025;SINGULAIR 10 MG. 30 COMP.;7501326048118;;
197047;HYZAAR FORTE 30 COMP;7501326053655;;
199002;ACICLOVIR CR. 5% 15 GR. (LCH);7800007155719;;
199006;AMBROXOL JBE. 100 ML. ADULTO;7800007155122;;
199007;AMIODARONA 200 MG. 20 COMP.;7800007114365;;
199009;AMITRIPTILINA 25 MG. 100 COMP. (LCH) (B);7800007114440;;
199010;AMITRIPTILINA 25 MG. 24 COMP. (LCH) (B);7800007114525;;
199013;AMOXICILINA 250 MG/5ML. JBE. 60 ML.;7800034501992;;
199017;AMPICILINA 500 MG. 10 COMP.;7800007151216;;
199023;BETAMETASONA CR. 15 GR. (LCH);7800007143112;;
199034;CLOTRIMAZOL 1% CR. 20 GR.;7800028810536;;
199036;CLOXACILINA 500 MG. 6 CAPS.;7800007117038;;
199039;COTRIMOXAZOL JBE. 100 ML.;7800007155399;;
199052;ERITROMICINA 500 MG. 8 COMP.;7800007118868;;
199054;FAMOTIDINA 20 MG. 20 COMP. (LCH) (B);7800007119322;;
199058;FLUCLOXACILINA JBE. 250 MG. 60ML.;7800007154743;;
199059;FLUCLOXACILINA 500 MG. 6 COMP.;7800007188649;;
199069;ISOSORBIDE DINIT. 10 MG. 60 COMP. (AND);7800018600666;;
199072;LOPERAMIDA 2 MG. 6 COMP. (LCH);7800007118783;;
199082;NOSCAPINA JARABE 100 ML.;7800007137814;;
199085;PARACETAMOL GTS. 15 ML.;7800007140524;;
199088;PIROXICAM 20 MG. 10 COMP. (LCH);7800007124753;;
199095;SACARINA 20 MG. 300 COMP.;7800044000300;;
199102;VITAMINA C 100 MG. 500 COMP. (VAL);7800044001550;;
199151;TETRACICLINA 500 MG. 8 CAPS. (MNT);7800063120027;;
199152;ATENOLOL 50 MG. 20 COMP. (LCH);7800007388735;;
199157;OXOLAMINA JBE. 100 ML. AD. (LCH);7800007695239;;
199158;OXOLAMINA INFANTIL JBE. 100 ML. (LCH);7800007695314;;
199167;METILDOPA 250 MG. 20 COMP. (LCH);7800007122384;;
199168;ALUMINIO HIDROXIDO JBE. 180 ML. (LCH);7800007136336;;
199169;CLOTRIMAZOL POLVO 30 GR. (PAS);7800068030628;;
199188;CLOXACILINA 500 MG. 12 CAP.;7800007117113;;
199190;DICLOFENACO 50 MG. 5 SUP. (LCH);7800007142146;;
